state,id,year,abbr,came,went,net,pop,netperc
Vermont,50,2015,VT,"21,332","22,135",-803,"619,952",-0.13
Vermont,50,2016,VT,"21,262","23,693","-2,431","619,387",-0.39
Vermont,50,2017,VT,"21,993","20,872","1,121","619,089",0.18
Vermont,50,2018,VT,"26,311","20,832","5,479","621,681",0.88
Vermont,50,2019,VT,"21,215","22,714","-1,499","617,560",-0.24
Vermont,50,2021,VT,"31,854","17,261","14,593","641,007",2.28
Vermont,50,2022,VT,"26,151","23,170","2,981","641,722",0.46
Virginia,51,2005,VA,243538,231945,"11,593","7,577,105",0.15
Virginia,51,2006,VA,243538,231945,"11,593","7,673,725",0.15
Virginia,51,2007,VA,276326,248688,"27,638","7,751,000",0.36
Virginia,51,2008,VA,265427,243123,"22,304","7,833,496",0.28
Virginia,51,2009,VA,19390,24012,"-4,622","7,925,937",-0.06
Virginia,51,2010,VA,260813,232394,"28,419",7930773,0.36
Virginia,51,2011,VA,258352,230304,"28,048",7996552,0.35
Virginia,51,2012,VA,239224,251169,"-11,945",8085389,-0.15
Virginia,51,2013,VA,268140,237384,"30,756",8163664,0.38
Virginia,51,2014,VA,264399,264025,374,8224054,0.00
Virginia,51,2015,VA,"279,660","269,656","10,004","8,283,737",0.12
Virginia,51,2016,VA,"266,165","275,738","-9,573","8,312,297",-0.12
Virginia,51,2017,VA,"251,808","263,104","-11,296","8,372,522",-0.13
Virginia,51,2018,VA,"276,331","262,818","13,513","8,424,340",0.16
Virginia,51,2019,VA,"266,751","278,197","-11,446","8,439,982",-0.14
Virginia,51,2021,VA,"275,605","277,019","-1,414","8,557,020",-0.02
Virginia,51,2022,VA,"267,973","282,441","-14,468","8,590,803",-0.17
Washington,53,2005,WA,212436,173787,"38,649","6,257,305",0.62
Washington,53,2006,WA,212436,173787,"38,649","6,370,753",0.61
Washington,53,2007,WA,203281,167375,"35,906","6,461,587",0.56
Washington,53,2008,WA,205342,170559,"34,783","6,562,231",0.53
Washington,53,2009,WA,271600,248926,"22,674","6,667,426",0.34
Washington,53,2010,WA,191784,166162,"25,622",6661321,0.38
Washington,53,2011,WA,209590,190685,"18,905",6748474,0.28
Washington,53,2012,WA,180462,216519,"-36,057",6815763,-0.53
Washington,53,2013,WA,208231,191053,"17,178",6888552,0.25
Washington,53,2014,WA,220987,198380,"22,607",6979369,0.32
Washington,53,2015,WA,"231,590","178,732","52,858","7,089,143",0.75
Washington,53,2016,WA,"258,208","192,730","65,478","7,202,119",0.91
Washington,53,2017,WA,"260,875","198,813","62,062","7,318,811",0.85
Washington,53,2018,WA,"262,383","222,472","39,911","7,453,439",0.54
Washington,53,2019,WA,"232,274","200,265","32,009","7,527,366",0.43
Washington,53,2021,WA,"226,511","269,344","-42,833","7,657,350",-0.56
Washington,53,2022,WA,"248,550","258,113","-9,563","7,710,339",-0.12
West Virginia,54,2005,WV,46756,45758,998,"1,820,492",0.05
West Virginia,54,2006,WV,46756,45758,998,"1,827,912",0.05
West Virginia,54,2007,WV,52456,44667,"7,789","1,834,052",0.42
West Virginia,54,2008,WV,53944,50147,"3,797","1,840,310",0.21
West Virginia,54,2009,WV,192654,179350,"13,304","1,847,775",0.72
West Virginia,54,2010,WV,39791,49490,"-9,699",1833535,-0.53
West Virginia,54,2011,WV,50748,45970,"4,778",1836614,0.26
West Virginia,54,2012,WV,47433,47204,229,1837518,0.01
West Virginia,54,2013,WV,52214,48627,"3,587",1837863,0.20
West Virginia,54,2014,WV,47957,48804,-847,1831414,-0.05
West Virginia,54,2015,WV,"42,643","51,953","-9,310","1,823,753",-0.51
West Virginia,54,2016,WV,"47,308","51,476","-4,168","1,810,709",-0.23
West Virginia,54,2017,WV,"40,110","43,321","-3,211","1,798,306",-0.18
West Virginia,54,2018,WV,"44,061","46,546","-2,485","1,787,630",-0.14
West Virginia,54,2019,WV,"40,154","40,460",-306,"1,773,280",-0.02
West Virginia,54,2021,WV,"43,801","36,026","7,775","1,767,792",0.44
West Virginia,54,2022,WV,"43,493","40,535","2,958","1,758,432",0.17
Wisconsin,55,2005,WI,99591,102450,"-2,859","5,546,166",-0.05
Wisconsin,55,2006,WI,99591,102450,"-2,859","5,577,655",-0.05
Wisconsin,55,2007,WI,103333,119593,"-16,260","5,610,775",-0.29
Wisconsin,55,2008,WI,106409,111434,"-5,025","5,640,996",-0.09
Wisconsin,55,2009,WI,50155,47036,"3,119","5,669,264",0.06
Wisconsin,55,2010,WI,93586,111825,"-18,239",5623196,-0.32
Wisconsin,55,2011,WI,110167,105599,"4,568",5647213,0.08
Wisconsin,55,2012,WI,98713,100167,"-1,454",5660677,-0.03
Wisconsin,55,2013,WI,101524,111011,"-9,487",5681024,-0.17
Wisconsin,55,2014,WI,118768,114933,"3,835",5692727,0.07
Wisconsin,55,2015,WI,"106,806","109,420","-2,614","5,708,201",-0.05
Wisconsin,55,2016,WI,"120,433","114,055","6,378","5,712,104",0.11
Wisconsin,55,2017,WI,"115,060","113,492","1,568","5,731,549",0.03
Wisconsin,55,2018,WI,"116,898","105,920","10,978","5,751,525",0.19
Wisconsin,55,2019,WI,"108,486","102,249","6,237","5,760,481",0.11
Wisconsin,55,2021,WI,"123,275","113,275","10,000","5,838,954",0.17
Wisconsin,55,2022,WI,"122,298","121,606",692,"5,835,492",0.01
Wyoming,56,2005,WY,26314,26931,-617,"514,157",-0.12
Wyoming,56,2006,WY,26314,26931,-617,"522,667",-0.12
Wyoming,56,2007,WY,29027,26754,"2,273","534,876",0.42
Wyoming,56,2008,WY,27320,30860,"-3,540","546,043",-0.65
Wyoming,56,2009,WY,95475,100137,"-4,662","559,851",-0.83
Wyoming,56,2010,WY,28046,28186,-140,556954,-0.03
Wyoming,56,2011,WY,30651,31991,"-1,340",561389,-0.24
Wyoming,56,2012,WY,32228,31165,"1,063",569734,0.19
Wyoming,56,2013,WY,27677,28150,-473,575933,-0.08
Wyoming,56,2014,WY,25992,33465,"-7,473",577782,-1.29
Wyoming,56,2015,WY,"35,998","31,537","4,461","579,102",0.77
Wyoming,56,2016,WY,"26,471","27,184",-713,"577,567",-0.12
Wyoming,56,2017,WY,"18,511","25,954","-7,443","573,483",-1.30
Wyoming,56,2018,WY,"25,853","26,078",-225,"570,867",-0.04
Wyoming,56,2019,WY,"30,247","23,287","6,960","572,884",1.21
Wyoming,56,2021,WY,"27,281","35,311","-8,030","573,476",-1.40
Wyoming,56,2022,WY,"28,952","27,005","1,947","575,705",0.34
